PERCENTAGE OF VISITS FOR INFLUENZA-LIKE-ILLNESS REPORTED BY SENTINEL PROVIDERS
REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Illinois,2022,7,X,1.1418,X,X,X,X,X,X,768,184,67262
States,Indiana,2022,7,X,1.14844,X,X,X,X,X,X,525,107,45714
States,Iowa,2022,7,X,1.75514,X,X,X,X,X,X,82,16,4672
States,Kansas,2022,7,X,1.59175,X,X,X,X,X,X,142,20,8921
States,Kentucky,2022,7,X,1.36205,X,X,X,X,X,X,413,79,30322
States,Louisiana,2022,7,X,1.31934,X,X,X,X,X,X,503,91,38125
States,Maine,2022,7,X,0.602546,X,X,X,X,X,X,80,52,13277
States,Maryland,2022,7,X,0.888402,X,X,X,X,X,X,73,29,8217
States,Massachusetts,2022,7,X,0.501902,X,X,X,X,X,X,310,92,61765
States,Michigan,2022,7,X,0.683501,X,X,X,X,X,X,455,154,66569
States,Minnesota,2022,7,X,1.20556,X,X,X,X,X,X,414,73,34341
States,Mississippi,2022,7,X,3.02039,X,X,X,X,X,X,360,33,11919
States,Missouri,2022,7,X,1.24093,X,X,X,X,X,X,289,49,23289
States,Montana,2022,7,X,1.04841,X,X,X,X,X,X,68,30,6486
States,Nebraska,2022,7,X,2.23731,X,X,X,X,X,X,290,74,12962
States,Nevada,2022,7,X,1.93097,X,X,X,X,X,X,193,22,9995
States,New Hampshire,2022,7,X,0.228311,X,X,X,X,X,X,3,10,1314
States,New Jersey,2022,7,X,1.95844,X,X,X,X,X,X,492,34,25122
States,New Mexico,2022,7,X,2.16063,X,X,X,X,X,X,251,38,11617
States,New York,2022,7,X,1.21738,X,X,X,X,X,X,564,124,46329
States,North Carolina,2022,7,X,0.858312,X,X,X,X,X,X,711,139,82837
States,North Dakota,2022,7,X,2.04424,X,X,X,X,X,X,61,9,2984
States,Ohio,2022,7,X,1.74817,X,X,X,X,X,X,706,84,40385
States,Oklahoma,2022,7,X,2.87376,X,X,X,X,X,X,247,20,8595
States,Oregon,2022,7,X,0.869444,X,X,X,X,X,X,312,88,35885
States,Pennsylvania,2022,7,X,0.82195,X,X,X,X,X,X,491,99,59736
States,Rhode Island,2022,7,X,0.686073,X,X,X,X,X,X,70,24,10203
States,South Carolina,2022,7,X,1.48978,X,X,X,X,X,X,467,41,31347
States,South Dakota,2022,7,X,0.999625,X,X,X,X,X,X,80,31,8003
States,Tennessee,2022,7,X,1.49098,X,X,X,X,X,X,485,109,32529
States,Texas,2022,7,X,2.50793,X,X,X,X,X,X,1217,73,48526
States,Utah,2022,7,X,2.05347,X,X,X,X,X,X,351,47,17093
States,Vermont,2022,7,X,0.408816,X,X,X,X,X,X,23,14,5626
States,Virginia,2022,7,X,1.359,X,X,X,X,X,X,1162,167,85504
States,Washington,2022,7,X,1.05451,X,X,X,X,X,X,342,70,32432
States,West Virginia,2022,7,X,1.38614,X,X,X,X,X,X,147,40,10605
States,Wisconsin,2022,7,X,0.849827,X,X,X,X,X,X,155,34,18239
States,Wyoming,2022,7,X,2.4293,X,X,X,X,X,X,67,12,2758
States,Commonwealth of the Northern Mariana Islands,2022,7,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2022,7,X,6.20783,X,X,X,X,X,X,92,6,1482
States,Virgin Islands,2022,7,X,1.12994,X,X,X,X,X,X,6,2,531
States,New York City,2022,7,X,1.03285,X,X,X,X,X,X,721,27,69807
States,Alabama,2022,8,X,1.43003,X,X,X,X,X,X,646,108,45174
States,Alaska,2022,8,X,1.14878,X,X,X,X,X,X,41,13,3569
States,Arizona,2022,8,X,1.79329,X,X,X,X,X,X,169,29,9424
States,Arkansas,2022,8,X,2.4296,X,X,X,X,X,X,346,57,14241
States,California,2022,8,X,0.9576,X,X,X,X,X,X,1038,155,108396
States,Colorado,2022,8,X,1.47695,X,X,X,X,X,X,580,82,39270
States,Connecticut,2022,8,X,0.848218,X,X,X,X,X,X,312,72,36783
States,Delaware,2022,8,X,0.428725,X,X,X,X,X,X,36,16,8397
States,District of Columbia,2022,8,X,X,X,X,X,X,X,X,0,1,0
States,Florida,2022,8,X,2.01898,X,X,X,X,X,X,4545,359,225114
States,Georgia,2022,8,X,1.67499,X,X,X,X,X,X,1198,105,71523
States,Hawaii,2022,8,X,0.497238,X,X,X,X,X,X,9,15,1810
States,Idaho,2022,8,X,2.01867,X,X,X,X,X,X,173,33,8570
States,Illinois,2022,8,X,1.36852,X,X,X,X,X,X,918,185,67080
States,Indiana,2022,8,X,1.03323,X,X,X,X,X,X,490,106,47424
States,Iowa,2022,8,X,2.07332,X,X,X,X,X,X,82,15,3955
States,Kansas,2022,8,X,1.88032,X,X,X,X,X,X,170,20,9041
States,Kentucky,2022,8,X,1.43364,X,X,X,X,X,X,453,78,31598
States,Louisiana,2022,8,X,1.17153,X,X,X,X,X,X,449,91,38326
States,Maine,2022,8,X,0.646552,X,X,X,X,X,X,81,52,12528
States,Maryland,2022,8,X,0.931604,X,X,X,X,X,X,79,28,8480
States,Massachusetts,2022,8,X,0.633875,X,X,X,X,X,X,354,93,55847
States,Michigan,2022,8,X,0.686845,X,X,X,X,X,X,477,154,69448
States,Minnesota,2022,8,X,1.22571,X,X,X,X,X,X,386,73,31492
States,Mississippi,2022,8,X,2.81301,X,X,X,X,X,X,275,29,9776
States,Missouri,2022,8,X,1.34081,X,X,X,X,X,X,306,49,22822
States,Montana,2022,8,X,1.18901,X,X,X,X,X,X,77,31,6476
States,Nebraska,2022,8,X,2.11235,X,X,X,X,X,X,270,74,12782
States,Nevada,2022,8,X,1.7755,X,X,X,X,X,X,180,23,10138
States,New Hampshire,2022,8,X,0.168067,X,X,X,X,X,X,2,10,1190
States,New Jersey,2022,8,X,1.99872,X,X,X,X,X,X,499,33,24966
States,New Mexico,2022,8,X,2.06607,X,X,X,X,X,X,399,40,19312
States,New York,2022,8,X,1.34508,X,X,X,X,X,X,432,123,32117
States,North Carolina,2022,8,X,0.844878,X,X,X,X,X,X,716,140,84746
States,North Dakota,2022,8,X,1.98793,X,X,X,X,X,X,56,9,2817
States,Ohio,2022,8,X,1.6602,X,X,X,X,X,X,432,84,26021
States,Oklahoma,2022,8,X,1.85401,X,X,X,X,X,X,223,14,12028
States,Oregon,2022,8,X,0.764673,X,X,X,X,X,X,271,88,35440
States,Pennsylvania,2022,8,X,0.775891,X,X,X,X,X,X,466,99,60060
States,Rhode Island,2022,8,X,0.538983,X,X,X,X,X,X,58,26,10761
States,South Carolina,2022,8,X,1.54998,X,X,X,X,X,X,474,41,30581
States,South Dakota,2022,8,X,0.885452,X,X,X,X,X,X,79,31,8922
States,Tennessee,2022,8,X,1.6734,X,X,X,X,X,X,526,108,31433
States,Texas,2022,8,X,2.50313,X,X,X,X,X,X,1199,74,47900
States,Utah,2022,8,X,2.64091,X,X,X,X,X,X,432,47,16358
States,Vermont,2022,8,X,0.480171,X,X,X,X,X,X,27,14,5623
States,Virginia,2022,8,X,1.32847,X,X,X,X,X,X,1172,167,88222
States,Washington,2022,8,X,0.910845,X,X,X,X,X,X,288,70,31619
States,West Virginia,2022,8,X,1.08568,X,X,X,X,X,X,139,42,12803
States,Wisconsin,2022,8,X,0.848374,X,X,X,X,X,X,157,34,18506
States,Wyoming,2022,8,X,1.28164,X,X,X,X,X,X,40,13,3121
States,Commonwealth of the Northern Mariana Islands,2022,8,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2022,8,X,3.98063,X,X,X,X,X,X,74,6,1859
States,Virgin Islands,2022,8,X,0.249792,X,X,X,X,X,X,3,3,1201
States,New York City,2022,8,X,1.11563,X,X,X,X,X,X,749,25,67137
States,Alabama,2022,9,X,1.40172,X,X,X,X,X,X,610,107,43518
States,Alaska,2022,9,X,1.07958,X,X,X,X,X,X,35,12,3242
States,Arizona,2022,9,X,1.26496,X,X,X,X,X,X,130,28,10277
States,Arkansas,2022,9,X,2.03951,X,X,X,X,X,X,318,56,15592
States,California,2022,9,X,1.07287,X,X,X,X,X,X,1260,158,117442
States,Colorado,2022,9,X,1.8541,X,X,X,X,X,X,811,82,43741
States,Connecticut,2022,9,X,0.771601,X,X,X,X,X,X,303,72,39269
States,Delaware,2022,9,X,0.60241,X,X,X,X,X,X,58,19,9628
States,District of Columbia,2022,9,X,3.19346,X,X,X,X,X,X,86,1,2693
States,Florida,2022,9,X,1.91805,X,X,X,X,X,X,4276,358,222935
States,Georgia,2022,9,X,1.51664,X,X,X,X,X,X,1093,105,72067
States,Hawaii,2022,9,X,0.620567,X,X,X,X,X,X,14,17,2256
States,Idaho,2022,9,X,2.6421,X,X,X,X,X,X,238,31,9008
States,Illinois,2022,9,X,1.41645,X,X,X,X,X,X,1033,184,72929
States,Indiana,2022,9,X,1.19978,X,X,X,X,X,X,591,108,49259
States,Iowa,2022,9,X,2.21559,X,X,X,X,X,X,104,16,4694
States,Kansas,2022,9,X,2.33702,X,X,X,X,X,X,228,19,9756
States,Kentucky,2022,9,X,1.33065,X,X,X,X,X,X,436,80,32766
States,Louisiana,2022,9,X,1.39605,X,X,X,X,X,X,528,91,37821
States,Maine,2022,9,X,0.641613,X,X,X,X,X,X,84,52,13092
States,Maryland,2022,9,X,1.10933,X,X,X,X,X,X,97,29,8744
States,Massachusetts,2022,9,X,0.626887,X,X,X,X,X,X,409,93,65243
States,Michigan,2022,9,X,0.816047,X,X,X,X,X,X,572,154,70094
States,Minnesota,2022,9,X,1.28692,X,X,X,X,X,X,454,73,35278
States,Mississippi,2022,9,X,2.80691,X,X,X,X,X,X,273,28,9726
States,Missouri,2022,9,X,1.32644,X,X,X,X,X,X,331,49,24954
States,Montana,2022,9,X,1.0989,X,X,X,X,X,X,71,30,6461
States,Nebraska,2022,9,X,2.48264,X,X,X,X,X,X,329,73,13252
States,Nevada,2022,9,X,1.58131,X,X,X,X,X,X,155,23,9802
States,New Hampshire,2022,9,X,0.244101,X,X,X,X,X,X,3,10,1229
States,New Jersey,2022,9,X,1.99391,X,X,X,X,X,X,517,34,25929
States,New Mexico,2022,9,X,2.27501,X,X,X,X,X,X,475,42,20879
States,New York,2022,9,X,1.05259,X,X,X,X,X,X,499,124,47407
States,North Carolina,2022,9,X,0.812893,X,X,X,X,X,X,686,139,84390
States,North Dakota,2022,9,X,3.00867,X,X,X,X,X,X,59,9,1961
States,Ohio,2022,9,X,1.98303,X,X,X,X,X,X,860,87,43368
States,Oklahoma,2022,9,X,3.85509,X,X,X,X,X,X,332,20,8612
States,Oregon,2022,9,X,0.802759,X,X,X,X,X,X,291,86,36250
States,Pennsylvania,2022,9,X,0.905336,X,X,X,X,X,X,559,99,61745
States,Rhode Island,2022,9,X,0.465975,X,X,X,X,X,X,53,25,11374
States,South Carolina,2022,9,X,1.37714,X,X,X,X,X,X,441,41,32023
States,South Dakota,2022,9,X,0.784456,X,X,X,X,X,X,65,31,8286
States,Tennessee,2022,9,X,1.65064,X,X,X,X,X,X,546,106,33078
States,Texas,2022,9,X,3.08609,X,X,X,X,X,X,1425,70,46175
States,Utah,2022,9,X,2.57861,X,X,X,X,X,X,465,47,18033
States,Vermont,2022,9,X,0.504414,X,X,X,X,X,X,28,14,5551
States,Virginia,2022,9,X,1.37822,X,X,X,X,X,X,1238,167,89826
States,Washington,2022,9,X,1.0391,X,X,X,X,X,X,329,70,31662
States,West Virginia,2022,9,X,1.27934,X,X,X,X,X,X,145,35,11334
States,Wisconsin,2022,9,X,0.84161,X,X,X,X,X,X,161,34,19130
States,Wyoming,2022,9,X,1.01647,X,X,X,X,X,X,29,12,2853
States,Commonwealth of the Northern Mariana Islands,2022,9,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2022,9,X,4.37728,X,X,X,X,X,X,84,6,1919
States,Virgin Islands,2022,9,X,1.98556,X,X,X,X,X,X,11,2,554
States,New York City,2022,9,X,1.16386,X,X,X,X,X,X,846,29,72689
States,Alabama,2022,10,X,1.49013,X,X,X,X,X,X,656,109,44023
States,Alaska,2022,10,X,0.424328,X,X,X,X,X,X,15,13,3535
States,Arizona,2022,10,X,1.38146,X,X,X,X,X,X,142,29,10279
States,Arkansas,2022,10,X,3.10909,X,X,X,X,X,X,507,55,16307
States,California,2022,10,X,1.09241,X,X,X,X,X,X,1291,158,118179
States,Colorado,2022,10,X,2.25792,X,X,X,X,X,X,929,82,41144
States,Connecticut,2022,10,X,1.09582,X,X,X,X,X,X,434,76,39605
States,Delaware,2022,10,X,0.59204,X,X,X,X,X,X,54,16,9121
States,District of Columbia,2022,10,X,3.14315,X,X,X,X,X,X,184,4,5854
States,Florida,2022,10,X,1.9104,X,X,X,X,X,X,4246,359,222257
States,Georgia,2022,10,X,1.57499,X,X,X,X,X,X,1125,105,71429
States,Hawaii,2022,10,X,0.54576,X,X,X,X,X,X,13,16,2382
States,Idaho,2022,10,X,2.73927,X,X,X,X,X,X,245,33,8944
States,Illinois,2022,10,X,1.65025,X,X,X,X,X,X,1186,185,71868
States,Indiana,2022,10,X,1.3114,X,X,X,X,X,X,637,107,48574
States,Iowa,2022,10,X,1.82587,X,X,X,X,X,X,82,16,4491
States,Kansas,2022,10,X,2.21793,X,X,X,X,X,X,195,19,8792
States,Kentucky,2022,10,X,1.4648,X,X,X,X,X,X,469,78,32018
States,Louisiana,2022,10,X,1.53429,X,X,X,X,X,X,583,91,37998
States,Maine,2022,10,X,0.627409,X,X,X,X,X,X,83,52,13229
States,Maryland,2022,10,X,1.09695,X,X,X,X,X,X,99,29,9025
States,Massachusetts,2022,10,X,1.01285,X,X,X,X,X,X,658,93,64965
States,Michigan,2022,10,X,0.888144,X,X,X,X,X,X,641,154,72173
States,Minnesota,2022,10,X,1.39005,X,X,X,X,X,X,450,75,32373
States,Mississippi,2022,10,X,3.03946,X,X,X,X,X,X,362,33,11910
States,Missouri,2022,10,X,1.33228,X,X,X,X,X,X,320,49,24019
States,Montana,2022,10,X,1.61569,X,X,X,X,X,X,103,30,6375
States,Nebraska,2022,10,X,2.73962,X,X,X,X,X,X,345,74,12593
States,Nevada,2022,10,X,1.4658,X,X,X,X,X,X,144,22,9824
States,New Hampshire,2022,10,X,0.306279,X,X,X,X,X,X,4,10,1306
States,New Jersey,2022,10,X,2.10081,X,X,X,X,X,X,556,33,26466
States,New Mexico,2022,10,X,2.63568,X,X,X,X,X,X,541,41,20526
States,New York,2022,10,X,1.50462,X,X,X,X,X,X,725,124,48185
States,North Carolina,2022,10,X,0.779782,X,X,X,X,X,X,660,139,84639
States,North Dakota,2022,10,X,1.98933,X,X,X,X,X,X,41,9,2061
States,Ohio,2022,10,X,2.21316,X,X,X,X,X,X,971,86,43874
States,Oklahoma,2022,10,X,3.38164,X,X,X,X,X,X,329,20,9729
States,Oregon,2022,10,X,1.0057,X,X,X,X,X,X,362,88,35995
States,Pennsylvania,2022,10,X,0.914976,X,X,X,X,X,X,547,100,59783
States,Rhode Island,2022,10,X,0.684988,X,X,X,X,X,X,83,26,12117
States,South Carolina,2022,10,X,1.23544,X,X,X,X,X,X,384,41,31082
States,South Dakota,2022,10,X,0.731083,X,X,X,X,X,X,60,31,8207
States,Tennessee,2022,10,X,1.55012,X,X,X,X,X,X,497,106,32062
States,Texas,2022,10,X,3.35177,X,X,X,X,X,X,1642,70,48989
States,Utah,2022,10,X,2.95561,X,X,X,X,X,X,518,47,17526
States,Vermont,2022,10,X,0.618789,X,X,X,X,X,X,33,14,5333
States,Virginia,2022,10,X,1.50776,X,X,X,X,X,X,1363,168,90399
States,Washington,2022,10,X,1.17356,X,X,X,X,X,X,389,70,33147
States,West Virginia,2022,10,X,1.99253,X,X,X,X,X,X,208,38,10439
States,Wisconsin,2022,10,X,0.98546,X,X,X,X,X,X,183,34,18570
States,Wyoming,2022,10,X,1.41817,X,X,X,X,X,X,37,12,2609
States,Commonwealth of the Northern Mariana Islands,2022,10,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2022,10,X,5.3907,X,X,X,X,X,X,109,6,2022
States,Virgin Islands,2022,10,X,0.473613,X,X,X,X,X,X,7,4,1478
States,New York City,2022,10,X,1.23311,X,X,X,X,X,X,918,28,74446
States,Alabama,2022,11,X,1.35817,X,X,X,X,X,X,606,108,44619
States,Alaska,2022,11,X,1.45195,X,X,X,X,X,X,55,13,3788
States,Arizona,2022,11,X,1.31081,X,X,X,X,X,X,135,29,10299
States,Arkansas,2022,11,X,3.05843,X,X,X,X,X,X,537,55,17558
States,California,2022,11,X,1.14065,X,X,X,X,X,X,1383,154,121247
States,Colorado,2022,11,X,2.61647,X,X,X,X,X,X,1126,82,43035
States,Connecticut,2022,11,X,1.17435,X,X,X,X,X,X,462,72,39341
States,Delaware,2022,11,X,0.889699,X,X,X,X,X,X,83,16,9329
States,District of Columbia,2022,11,X,3.01138,X,X,X,X,X,X,82,1,2723
States,Florida,2022,11,X,2.04673,X,X,X,X,X,X,4577,357,223625
States,Georgia,2022,11,X,1.65695,X,X,X,X,X,X,1208,105,72905
States,Hawaii,2022,11,X,0.668037,X,X,X,X,X,X,13,16,1946
States,Idaho,2022,11,X,2.85901,X,X,X,X,X,X,262,33,9164
States,Illinois,2022,11,X,1.89012,X,X,X,X,X,X,1405,184,74334
States,Indiana,2022,11,X,1.74038,X,X,X,X,X,X,905,108,52000
States,Iowa,2022,11,X,2.90268,X,X,X,X,X,X,102,15,3514
States,Kansas,2022,11,X,2.64959,X,X,X,X,X,X,240,18,9058
States,Kentucky,2022,11,X,1.42631,X,X,X,X,X,X,486,80,34074
States,Louisiana,2022,11,X,1.35716,X,X,X,X,X,X,515,91,37947
States,Maine,2022,11,X,0.819672,X,X,X,X,X,X,111,51,13542
States,Maryland,2022,11,X,1.10464,X,X,X,X,X,X,93,29,8419
States,Massachusetts,2022,11,X,1.20161,X,X,X,X,X,X,804,93,66910
States,Michigan,2022,11,X,1.17874,X,X,X,X,X,X,879,155,74571
States,Minnesota,2022,11,X,1.1712,X,X,X,X,X,X,452,75,38593
States,Mississippi,2022,11,X,2.99967,X,X,X,X,X,X,276,31,9201
States,Missouri,2022,11,X,1.39795,X,X,X,X,X,X,362,49,25895
States,Montana,2022,11,X,1.45714,X,X,X,X,X,X,94,30,6451
States,Nebraska,2022,11,X,2.53243,X,X,X,X,X,X,328,72,12952
States,Nevada,2022,11,X,1.86854,X,X,X,X,X,X,197,24,10543
States,New Hampshire,2022,11,X,0.38373,X,X,X,X,X,X,5,11,1303
States,New Jersey,2022,11,X,2.18406,X,X,X,X,X,X,571,33,26144
States,New Mexico,2022,11,X,3.15992,X,X,X,X,X,X,639,38,20222
States,New York,2022,11,X,1.83059,X,X,X,X,X,X,901,123,49219
States,North Carolina,2022,11,X,0.899509,X,X,X,X,X,X,780,138,86714
States,North Dakota,2022,11,X,1.49634,X,X,X,X,X,X,47,9,3141
States,Ohio,2022,11,X,2.74978,X,X,X,X,X,X,1165,85,42367
States,Oklahoma,2022,11,X,3.39139,X,X,X,X,X,X,662,22,19520
States,Oregon,2022,11,X,0.855671,X,X,X,X,X,X,309,78,36112
States,Pennsylvania,2022,11,X,0.962161,X,X,X,X,X,X,609,98,63295
States,Rhode Island,2022,11,X,0.916724,X,X,X,X,X,X,107,25,11672
States,South Carolina,2022,11,X,1.26812,X,X,X,X,X,X,413,41,32568
States,South Dakota,2022,11,X,0.936378,X,X,X,X,X,X,73,31,7796
States,Tennessee,2022,11,X,1.77998,X,X,X,X,X,X,576,106,32360
States,Texas,2022,11,X,3.22607,X,X,X,X,X,X,1576,71,48852
States,Utah,2022,11,X,3.00832,X,X,X,X,X,X,535,47,17784
States,Vermont,2022,11,X,0.598151,X,X,X,X,X,X,33,14,5517
States,Virginia,2022,11,X,1.57702,X,X,X,X,X,X,1495,169,94799
States,Washington,2022,11,X,1.26026,X,X,X,X,X,X,419,70,33247
States,West Virginia,2022,11,X,2.0537,X,X,X,X,X,X,244,38,11881
States,Wisconsin,2022,11,X,1.17721,X,X,X,X,X,X,224,34,19028
States,Wyoming,2022,11,X,1.74292,X,X,X,X,X,X,48,13,2754
States,Commonwealth of the Northern Mariana Islands,2022,11,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2022,11,X,5.91333,X,X,X,X,X,X,146,7,2469
States,Virgin Islands,2022,11,X,0.668449,X,X,X,X,X,X,10,4,1496
States,New York City,2022,11,X,1.45468,X,X,X,X,X,X,1124,25,77268
States,Alabama,2022,12,X,1.49064,X,X,X,X,X,X,644,107,43203
States,Alaska,2022,12,X,0.717112,X,X,X,X,X,X,29,13,4044
States,Arizona,2022,12,X,1.37463,X,X,X,X,X,X,154,29,11203
States,Arkansas,2022,12,X,2.26524,X,X,X,X,X,X,344,55,15186
States,California,2022,12,X,1.28732,X,X,X,X,X,X,1559,159,121104
States,Colorado,2022,12,X,2.8639,X,X,X,X,X,X,1199,82,41866
States,Connecticut,2022,12,X,1.19717,X,X,X,X,X,X,492,72,41097
States,Delaware,2022,12,X,1.13674,X,X,X,X,X,X,102,16,8973
States,District of Columbia,2022,12,X,3.31418,X,X,X,X,X,X,75,1,2263
States,Florida,2022,12,X,2.00757,X,X,X,X,X,X,4608,359,229531
States,Georgia,2022,12,X,1.76282,X,X,X,X,X,X,1317,104,74710
States,Hawaii,2022,12,X,0.777454,X,X,X,X,X,X,16,15,2058
States,Idaho,2022,12,X,2.14109,X,X,X,X,X,X,173,33,8080
States,Illinois,2022,12,X,2.0232,X,X,X,X,X,X,1498,182,74041
States,Indiana,2022,12,X,1.76664,X,X,X,X,X,X,769,107,43529
States,Iowa,2022,12,X,1.91218,X,X,X,X,X,X,81,15,4236
States,Kansas,2022,12,X,2.44681,X,X,X,X,X,X,230,17,9400
States,Kentucky,2022,12,X,1.61606,X,X,X,X,X,X,553,79,34219
States,Louisiana,2022,12,X,1.47595,X,X,X,X,X,X,583,91,39500
States,Maine,2022,12,X,1.47387,X,X,X,X,X,X,205,51,13909
States,Maryland,2022,12,X,1.16361,X,X,X,X,X,X,66,19,5672
States,Massachusetts,2022,12,X,1.54148,X,X,X,X,X,X,1069,93,69349
States,Michigan,2022,12,X,1.20062,X,X,X,X,X,X,903,155,75211
States,Minnesota,2022,12,X,1.23149,X,X,X,X,X,X,449,74,36460
States,Mississippi,2022,12,X,2.51389,X,X,X,X,X,X,294,33,11695
States,Missouri,2022,12,X,1.20244,X,X,X,X,X,X,304,49,25282
States,Montana,2022,12,X,1.51803,X,X,X,X,X,X,72,30,4743
States,Nebraska,2022,12,X,2.57334,X,X,X,X,X,X,350,72,13601
States,Nevada,2022,12,X,1.84492,X,X,X,X,X,X,202,24,10949
States,New Hampshire,2022,12,X,2.58162,X,X,X,X,X,X,34,9,1317
States,New Jersey,2022,12,X,2.34522,X,X,X,X,X,X,636,32,27119
States,New Mexico,2022,12,X,3.54688,X,X,X,X,X,X,743,40,20948
States,New York,2022,12,X,2.12105,X,X,X,X,X,X,1065,124,50211
States,North Carolina,2022,12,X,0.851207,X,X,X,X,X,X,760,138,89285
States,North Dakota,2022,12,X,1.79891,X,X,X,X,X,X,56,9,3113
States,Ohio,2022,12,X,2.55743,X,X,X,X,X,X,1121,88,43833
States,Oklahoma,2022,12,X,3.10639,X,X,X,X,X,X,313,24,10076
States,Oregon,2022,12,X,0.978422,X,X,X,X,X,X,370,87,37816
States,Pennsylvania,2022,12,X,1.06257,X,X,X,X,X,X,681,98,64090
States,Rhode Island,2022,12,X,0.995685,X,X,X,X,X,X,120,24,12052
States,South Carolina,2022,12,X,1.30822,X,X,X,X,X,X,425,40,32487
States,South Dakota,2022,12,X,0.61624,X,X,X,X,X,X,51,31,8276
States,Tennessee,2022,12,X,1.73342,X,X,X,X,X,X,586,105,33806
States,Texas,2022,12,X,3.02515,X,X,X,X,X,X,1547,71,51138
States,Utah,2022,12,X,3.35727,X,X,X,X,X,X,603,47,17961
States,Vermont,2022,12,X,0.73554,X,X,X,X,X,X,44,14,5982
States,Virginia,2022,12,X,1.5698,X,X,X,X,X,X,1488,169,94789
States,Washington,2022,12,X,1.61565,X,X,X,X,X,X,569,70,35218
States,West Virginia,2022,12,X,2.1399,X,X,X,X,X,X,305,38,14253
States,Wisconsin,2022,12,X,1.21025,X,X,X,X,X,X,239,34,19748
States,Wyoming,2022,12,X,1.38776,X,X,X,X,X,X,34,12,2450
States,Commonwealth of the Northern Mariana Islands,2022,12,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2022,12,X,6.65298,X,X,X,X,X,X,162,7,2435
States,Virgin Islands,2022,12,X,0.107181,X,X,X,X,X,X,1,3,933
States,New York City,2022,12,X,1.62524,X,X,X,X,X,X,1252,25,77035
States,Alabama,2022,13,X,1.28148,X,X,X,X,X,X,572,105,44636
States,Alaska,2022,13,X,0.670781,X,X,X,X,X,X,25,13,3727
States,Arizona,2022,13,X,1.19443,X,X,X,X,X,X,115,28,9628
States,Arkansas,2022,13,X,2.12912,X,X,X,X,X,X,341,54,16016
States,California,2022,13,X,1.28779,X,X,X,X,X,X,1556,159,120827
States,Colorado,2022,13,X,2.79925,X,X,X,X,X,X,1231,82,43976
States,Connecticut,2022,13,X,1.72178,X,X,X,X,X,X,717,72,41643
States,Delaware,2022,13,X,0.840034,X,X,X,X,X,X,70,16,8333
States,District of Columbia,2022,13,X,3.59924,X,X,X,X,X,X,208,4,5779
States,Florida,2022,13,X,2.13023,X,X,X,X,X,X,4936,359,231712
States,Georgia,2022,13,X,1.84521,X,X,X,X,X,X,1384,104,75005
States,Hawaii,2022,13,X,0.79929,X,X,X,X,X,X,18,15,2252
States,Idaho,2022,13,X,1.82443,X,X,X,X,X,X,154,33,8441
States,Illinois,2022,13,X,2.22626,X,X,X,X,X,X,1581,181,71016
States,Indiana,2022,13,X,1.49034,X,X,X,X,X,X,739,109,49586
States,Iowa,2022,13,X,1.93012,X,X,X,X,X,X,79,13,4093
States,Kansas,2022,13,X,1.98061,X,X,X,X,X,X,190,16,9593
States,Kentucky,2022,13,X,1.97762,X,X,X,X,X,X,668,79,33778
States,Louisiana,2022,13,X,1.33511,X,X,X,X,X,X,530,91,39697
States,Maine,2022,13,X,1.2935,X,X,X,X,X,X,181,51,13993
States,Maryland,2022,13,X,1.26873,X,X,X,X,X,X,83,22,6542
States,Massachusetts,2022,13,X,2.11857,X,X,X,X,X,X,1492,92,70425
States,Michigan,2022,13,X,1.29801,X,X,X,X,X,X,946,155,72881
States,Minnesota,2022,13,X,1.22997,X,X,X,X,X,X,456,74,37074
States,Mississippi,2022,13,X,3.46436,X,X,X,X,X,X,364,30,10507
States,Missouri,2022,13,X,1.34337,X,X,X,X,X,X,339,49,25235
States,Montana,2022,13,X,1.0855,X,X,X,X,X,X,65,30,5988
States,Nebraska,2022,13,X,2.88646,X,X,X,X,X,X,391,73,13546
States,Nevada,2022,13,X,1.89931,X,X,X,X,X,X,209,24,11004
States,New Hampshire,2022,13,X,2.98329,X,X,X,X,X,X,50,10,1676
States,New Jersey,2022,13,X,2.78777,X,X,X,X,X,X,721,32,25863
States,New Mexico,2022,13,X,3.67794,X,X,X,X,X,X,772,37,20990
States,New York,2022,13,X,2.70543,X,X,X,X,X,X,1339,124,49493
States,North Carolina,2022,13,X,0.948401,X,X,X,X,X,X,833,138,87832
States,North Dakota,2022,13,X,1.41076,X,X,X,X,X,X,43,9,3048
States,Ohio,2022,13,X,2.98019,X,X,X,X,X,X,1229,86,41239
States,Oklahoma,2022,13,X,2.86309,X,X,X,X,X,X,275,21,9605
States,Oregon,2022,13,X,0.938855,X,X,X,X,X,X,353,78,37599
States,Pennsylvania,2022,13,X,1.24891,X,X,X,X,X,X,790,98,63255
