"*Beginning for the 2015-16 season, reports from public health and clinical laboratories are presented separately in the weekly influenza update, FluView. Data from clinical laboratories include the weekly total number of specimens tested, the number of positive influenza test, and the percent positive by influenza type."
REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
States,Kansas,2022,6,267,9,0,3.37,3.37,0
States,Kentucky,2022,6,3888,21,0,0.54,0.54,0
States,Louisiana,2022,6,195,9,0,4.62,4.62,0
States,Maine,2022,6,275,0,0,0,0,0
States,Maryland,2022,6,758,1,0,0.13,0.13,0
States,Massachusetts,2022,6,1217,14,0,1.15,1.15,0
States,Michigan,2022,6,1188,12,0,1.01,1.01,0
States,Minnesota,2022,6,2810,100,0,3.56,3.56,0
States,Mississippi,2022,6,40,2,3,12.5,5,7.5
States,Missouri,2022,6,3159,79,0,2.5,2.5,0
States,Montana,2022,6,600,30,0,5,5,0
States,Nebraska,2022,6,458,47,0,10.26,10.26,0
States,Nevada,2022,6,X,X,X,X,X,X
States,New Hampshire,2022,6,X,X,X,X,X,X
States,New Jersey,2022,6,X,X,X,X,X,X
States,New Mexico,2022,6,3028,35,2,1.22,1.16,0.07
States,New York,2022,6,4704,28,1,0.62,0.6,0.02
States,North Carolina,2022,6,X,X,X,X,X,X
States,North Dakota,2022,6,X,X,X,X,X,X
States,Ohio,2022,6,4079,116,3,2.92,2.84,0.07
States,Oklahoma,2022,6,570,35,0,6.14,6.14,0
States,Oregon,2022,6,3556,27,5,0.9,0.76,0.14
States,Pennsylvania,2022,6,626,35,0,5.59,5.59,0
States,Rhode Island,2022,6,X,X,X,X,X,X
States,South Carolina,2022,6,1169,12,4,1.37,1.03,0.34
States,South Dakota,2022,6,782,172,0,21.99,21.99,0
States,Tennessee,2022,6,65,4,0,6.15,6.15,0
States,Texas,2022,6,5165,321,3,6.27,6.21,0.06
States,Utah,2022,6,X,X,X,X,X,X
States,Vermont,2022,6,290,8,0,2.76,2.76,0
States,Virginia,2022,6,1302,6,2,0.61,0.46,0.15
States,Washington,2022,6,1138,3,1,0.35,0.26,0.09
States,West Virginia,2022,6,1227,47,1,3.91,3.83,0.08
States,Wisconsin,2022,6,7614,391,13,5.31,5.14,0.17
States,Wyoming,2022,6,X,X,X,X,X,X
States,Puerto Rico,2022,6,0,0,0,0,0,0
States,Virgin Islands,2022,6,X,X,X,X,X,X
States,New York City,2022,6,X,X,X,X,X,X
States,Alabama,2022,7,438,5,0,1.14,1.14,0
States,Alaska,2022,7,X,X,X,X,X,X
States,Arizona,2022,7,317,10,0,3.15,3.15,0
States,Arkansas,2022,7,334,24,0,7.19,7.19,0
States,California,2022,7,4180,37,0,0.89,0.89,0
States,Colorado,2022,7,1647,27,0,1.64,1.64,0
States,Connecticut,2022,7,960,14,0,1.46,1.46,0
States,Delaware,2022,7,X,X,X,X,X,X
States,District of Columbia,2022,7,X,X,X,X,X,X
States,Florida,2022,7,2244,45,2,2.09,2.01,0.09
States,Georgia,2022,7,1133,58,6,5.65,5.12,0.53
States,Hawaii,2022,7,558,2,0,0.36,0.36,0
States,Idaho,2022,7,247,19,4,9.31,7.69,1.62
States,Illinois,2022,7,173,2,0,1.16,1.16,0
States,Indiana,2022,7,366,23,0,6.28,6.28,0
States,Iowa,2022,7,1447,206,0,14.24,14.24,0
States,Kansas,2022,7,228,5,0,2.19,2.19,0
States,Kentucky,2022,7,3395,29,0,0.85,0.85,0
States,Louisiana,2022,7,206,8,0,3.88,3.88,0
States,Maine,2022,7,203,4,0,1.97,1.97,0
States,Maryland,2022,7,727,7,1,1.1,0.96,0.14
States,Massachusetts,2022,7,1242,7,0,0.56,0.56,0
States,Michigan,2022,7,970,17,0,1.75,1.75,0
States,Minnesota,2022,7,2359,100,0,4.24,4.24,0
States,Mississippi,2022,7,59,3,1,6.78,5.08,1.69
States,Missouri,2022,7,2905,117,2,4.1,4.03,0.07
States,Montana,2022,7,630,49,0,7.78,7.78,0
States,Nebraska,2022,7,554,87,0,15.7,15.7,0
States,Nevada,2022,7,X,X,X,X,X,X
States,New Hampshire,2022,7,X,X,X,X,X,X
States,New Jersey,2022,7,X,X,X,X,X,X
States,New Mexico,2022,7,2891,40,0,1.38,1.38,0
States,New York,2022,7,4544,40,0,0.88,0.88,0
States,North Carolina,2022,7,X,X,X,X,X,X
States,North Dakota,2022,7,X,X,X,X,X,X
States,Ohio,2022,7,3720,120,4,3.33,3.23,0.11
States,Oklahoma,2022,7,597,43,0,7.2,7.2,0
States,Oregon,2022,7,3459,31,11,1.21,0.9,0.32
States,Pennsylvania,2022,7,628,32,1,5.25,5.1,0.16
States,Rhode Island,2022,7,X,X,X,X,X,X
States,South Carolina,2022,7,985,24,0,2.44,2.44,0
States,South Dakota,2022,7,585,137,1,23.59,23.42,0.17
States,Tennessee,2022,7,47,4,0,8.51,8.51,0
States,Texas,2022,7,5392,478,6,8.98,8.86,0.11
States,Utah,2022,7,X,X,X,X,X,X
States,Vermont,2022,7,283,10,0,3.53,3.53,0
States,Virginia,2022,7,1205,15,0,1.24,1.24,0
States,Washington,2022,7,1199,4,1,0.42,0.33,0.08
States,West Virginia,2022,7,1174,43,1,3.75,3.66,0.09
States,Wisconsin,2022,7,7443,587,23,8.2,7.89,0.31
States,Wyoming,2022,7,12,2,0,16.67,16.67,0
States,Puerto Rico,2022,7,0,0,0,0,0,0
States,Virgin Islands,2022,7,X,X,X,X,X,X
States,New York City,2022,7,X,X,X,X,X,X
States,Alabama,2022,8,885,2,0,0.23,0.23,0
States,Alaska,2022,8,X,X,X,X,X,X
States,Arizona,2022,8,355,11,0,3.1,3.1,0
States,Arkansas,2022,8,336,30,1,9.23,8.93,0.3
States,California,2022,8,4076,49,0,1.2,1.2,0
States,Colorado,2022,8,1493,38,0,2.55,2.55,0
States,Connecticut,2022,8,923,20,0,2.17,2.17,0
States,Delaware,2022,8,X,X,X,X,X,X
States,District of Columbia,2022,8,X,X,X,X,X,X
States,Florida,2022,8,2167,30,1,1.43,1.38,0.05
States,Georgia,2022,8,1140,50,3,4.65,4.39,0.26
States,Hawaii,2022,8,492,2,1,0.61,0.41,0.2
States,Idaho,2022,8,209,16,0,7.66,7.66,0
States,Illinois,2022,8,166,2,0,1.2,1.2,0
States,Indiana,2022,8,392,27,1,7.14,6.89,0.26
States,Iowa,2022,8,1500,243,0,16.2,16.2,0
States,Kansas,2022,8,244,8,0,3.28,3.28,0
States,Kentucky,2022,8,3300,36,2,1.15,1.09,0.06
States,Louisiana,2022,8,198,14,0,7.07,7.07,0
States,Maine,2022,8,200,1,0,0.5,0.5,0
States,Maryland,2022,8,802,5,0,0.62,0.62,0
States,Massachusetts,2022,8,1139,1,0,0.09,0.09,0
States,Michigan,2022,8,1010,14,0,1.39,1.39,0
States,Minnesota,2022,8,1761,67,0,3.8,3.8,0
States,Mississippi,2022,8,77,8,1,11.69,10.39,1.3
States,Missouri,2022,8,2660,131,0,4.92,4.92,0
States,Montana,2022,8,537,40,0,7.45,7.45,0
States,Nebraska,2022,8,521,88,0,16.89,16.89,0
States,Nevada,2022,8,X,X,X,X,X,X
States,New Hampshire,2022,8,X,X,X,X,X,X
States,New Jersey,2022,8,X,X,X,X,X,X
States,New Mexico,2022,8,2861,59,0,2.06,2.06,0
States,New York,2022,8,4257,46,0,1.08,1.08,0
States,North Carolina,2022,8,X,X,X,X,X,X
States,North Dakota,2022,8,X,X,X,X,X,X
States,Ohio,2022,8,3833,171,3,4.54,4.46,0.08
States,Oklahoma,2022,8,569,26,0,4.57,4.57,0
States,Oregon,2022,8,3310,40,4,1.33,1.21,0.12
States,Pennsylvania,2022,8,643,34,0,5.29,5.29,0
States,Rhode Island,2022,8,X,X,X,X,X,X
States,South Carolina,2022,8,911,27,0,2.96,2.96,0
States,South Dakota,2022,8,257,53,0,20.62,20.62,0
States,Tennessee,2022,8,58,7,0,12.07,12.07,0
States,Texas,2022,8,5212,645,4,12.45,12.38,0.08
States,Utah,2022,8,X,X,X,X,X,X
States,Vermont,2022,8,233,13,0,5.58,5.58,0
States,Virginia,2022,8,1217,13,0,1.07,1.07,0
States,Washington,2022,8,1251,9,0,0.72,0.72,0
States,West Virginia,2022,8,1216,108,0,8.88,8.88,0
States,Wisconsin,2022,8,7428,616,12,8.45,8.29,0.16
States,Wyoming,2022,8,11,1,0,9.09,9.09,0
States,Puerto Rico,2022,8,0,0,0,0,0,0
States,Virgin Islands,2022,8,X,X,X,X,X,X
States,New York City,2022,8,X,X,X,X,X,X
States,Alabama,2022,9,368,5,0,1.36,1.36,0
States,Alaska,2022,9,X,X,X,X,X,X
States,Arizona,2022,9,310,10,0,3.23,3.23,0
States,Arkansas,2022,9,314,51,1,16.56,16.24,0.32
States,California,2022,9,4366,84,0,1.92,1.92,0
States,Colorado,2022,9,1566,52,0,3.32,3.32,0
States,Connecticut,2022,9,965,28,0,2.9,2.9,0
States,Delaware,2022,9,X,X,X,X,X,X
States,District of Columbia,2022,9,X,X,X,X,X,X
States,Florida,2022,9,1960,34,0,1.73,1.73,0
States,Georgia,2022,9,1063,37,5,3.95,3.48,0.47
States,Hawaii,2022,9,462,3,0,0.65,0.65,0
States,Idaho,2022,9,270,34,2,13.33,12.59,0.74
States,Illinois,2022,9,203,12,0,5.91,5.91,0
States,Indiana,2022,9,430,26,0,6.05,6.05,0
States,Iowa,2022,9,1506,253,0,16.8,16.8,0
States,Kansas,2022,9,233,23,0,9.87,9.87,0
States,Kentucky,2022,9,3177,50,0,1.57,1.57,0
States,Louisiana,2022,9,168,5,0,2.98,2.98,0
States,Maine,2022,9,199,3,0,1.51,1.51,0
States,Maryland,2022,9,777,9,0,1.16,1.16,0
States,Massachusetts,2022,9,1314,11,0,0.84,0.84,0
States,Michigan,2022,9,940,19,0,2.02,2.02,0
States,Minnesota,2022,9,1223,54,0,4.42,4.42,0
States,Mississippi,2022,9,74,7,0,9.46,9.46,0
States,Missouri,2022,9,2729,113,0,4.14,4.14,0
States,Montana,2022,9,656,54,1,8.38,8.23,0.15
States,Nebraska,2022,9,549,135,0,24.59,24.59,0
States,Nevada,2022,9,X,X,X,X,X,X
States,New Hampshire,2022,9,X,X,X,X,X,X
States,New Jersey,2022,9,X,X,X,X,X,X
States,New Mexico,2022,9,2860,88,1,3.11,3.08,0.03
States,New York,2022,9,4663,69,0,1.48,1.48,0
States,North Carolina,2022,9,X,X,X,X,X,X
States,North Dakota,2022,9,X,X,X,X,X,X
States,Ohio,2022,9,3324,271,2,8.21,8.15,0.06
States,Oklahoma,2022,9,713,45,0,6.31,6.31,0
States,Oregon,2022,9,3649,73,2,2.06,2,0.05
States,Pennsylvania,2022,9,584,32,0,5.48,5.48,0
States,Rhode Island,2022,9,X,X,X,X,X,X
States,South Carolina,2022,9,834,34,0,4.08,4.08,0
States,South Dakota,2022,9,130,10,0,7.69,7.69,0
States,Tennessee,2022,9,62,6,0,9.68,9.68,0
States,Texas,2022,9,6094,1041,1,17.1,17.08,0.02
States,Utah,2022,9,X,X,X,X,X,X
States,Vermont,2022,9,200,6,0,3,3,0
States,Virginia,2022,9,1194,12,0,1.01,1.01,0
States,Washington,2022,9,1174,23,0,1.96,1.96,0
States,West Virginia,2022,9,1251,107,0,8.55,8.55,0
States,Wisconsin,2022,9,7301,669,28,9.55,9.16,0.38
States,Wyoming,2022,9,X,X,X,X,X,X
States,Puerto Rico,2022,9,0,0,0,0,0,0
States,Virgin Islands,2022,9,X,X,X,X,X,X
States,New York City,2022,9,X,X,X,X,X,X
States,Alabama,2022,10,487,9,1,2.05,1.85,0.21
States,Alaska,2022,10,X,X,X,X,X,X
States,Arizona,2022,10,329,11,0,3.34,3.34,0
States,Arkansas,2022,10,505,49,3,10.3,9.7,0.59
States,California,2022,10,4332,105,0,2.42,2.42,0
States,Colorado,2022,10,1477,61,0,4.13,4.13,0
States,Connecticut,2022,10,1079,42,0,3.89,3.89,0
States,Delaware,2022,10,X,X,X,X,X,X
States,District of Columbia,2022,10,X,X,X,X,X,X
States,Florida,2022,10,2545,26,1,1.06,1.02,0.04
States,Georgia,2022,10,1050,34,1,3.33,3.24,0.1
States,Hawaii,2022,10,488,0,0,0,0,0
States,Idaho,2022,10,197,30,0,15.23,15.23,0
States,Illinois,2022,10,257,19,0,7.39,7.39,0
States,Indiana,2022,10,418,39,0,9.33,9.33,0
States,Iowa,2022,10,1418,269,2,19.11,18.97,0.14
States,Kansas,2022,10,256,29,0,11.33,11.33,0
States,Kentucky,2022,10,3260,43,4,1.44,1.32,0.12
States,Louisiana,2022,10,186,13,0,6.99,6.99,0
States,Maine,2022,10,205,2,0,0.98,0.98,0
States,Maryland,2022,10,755,10,0,1.32,1.32,0
States,Massachusetts,2022,10,1342,20,1,1.56,1.49,0.07
States,Michigan,2022,10,1026,25,0,2.44,2.44,0
States,Minnesota,2022,10,1099,36,0,3.28,3.28,0
States,Mississippi,2022,10,95,13,0,13.68,13.68,0
States,Missouri,2022,10,2175,114,1,5.29,5.24,0.05
States,Montana,2022,10,579,49,0,8.46,8.46,0
States,Nebraska,2022,10,521,141,0,27.06,27.06,0
States,Nevada,2022,10,X,X,X,X,X,X
States,New Hampshire,2022,10,X,X,X,X,X,X
States,New Jersey,2022,10,X,X,X,X,X,X
States,New Mexico,2022,10,2931,136,2,4.71,4.64,0.07
States,New York,2022,10,4774,107,0,2.24,2.24,0
States,North Carolina,2022,10,X,X,X,X,X,X
States,North Dakota,2022,10,X,X,X,X,X,X
States,Ohio,2022,10,3348,278,2,8.36,8.3,0.06
States,Oklahoma,2022,10,765,100,0,13.07,13.07,0
States,Oregon,2022,10,3470,79,7,2.48,2.28,0.2
States,Pennsylvania,2022,10,840,75,1,9.05,8.93,0.12
States,Rhode Island,2022,10,X,X,X,X,X,X
States,South Carolina,2022,10,842,19,1,2.38,2.26,0.12
States,South Dakota,2022,10,108,9,0,8.33,8.33,0
States,Tennessee,2022,10,45,2,0,4.44,4.44,0
States,Texas,2022,10,6423,1238,10,19.43,19.27,0.16
States,Utah,2022,10,X,X,X,X,X,X
States,Vermont,2022,10,181,4,0,2.21,2.21,0
States,Virginia,2022,10,1065,28,3,2.91,2.63,0.28
States,Washington,2022,10,1226,21,3,1.96,1.71,0.24
States,West Virginia,2022,10,1009,105,0,10.41,10.41,0
States,Wisconsin,2022,10,7526,803,11,10.82,10.67,0.15
States,Wyoming,2022,10,13,4,0,30.77,30.77,0
States,Puerto Rico,2022,10,0,0,0,0,0,0
States,Virgin Islands,2022,10,X,X,X,X,X,X
States,New York City,2022,10,X,X,X,X,X,X
States,Alabama,2022,11,387,9,1,2.58,2.33,0.26
States,Alaska,2022,11,X,X,X,X,X,X
States,Arizona,2022,11,288,23,0,7.99,7.99,0
States,Arkansas,2022,11,582,198,5,34.88,34.02,0.86
States,California,2022,11,4682,161,1,3.46,3.44,0.02
States,Colorado,2022,11,1317,74,0,5.62,5.62,0
States,Connecticut,2022,11,1185,69,0,5.82,5.82,0
States,Delaware,2022,11,X,X,X,X,X,X
States,District of Columbia,2022,11,X,X,X,X,X,X
States,Florida,2022,11,2478,54,1,2.22,2.18,0.04
States,Georgia,2022,11,985,30,4,3.45,3.05,0.41
States,Hawaii,2022,11,568,1,1,0.35,0.18,0.18
States,Idaho,2022,11,125,35,1,28.8,28,0.8
States,Illinois,2022,11,271,22,1,8.49,8.12,0.37
States,Indiana,2022,11,433,72,0,16.63,16.63,0
States,Iowa,2022,11,1199,150,0,12.51,12.51,0
States,Kansas,2022,11,315,15,0,4.76,4.76,0
States,Kentucky,2022,11,2696,64,0,2.37,2.37,0
States,Louisiana,2022,11,195,12,0,6.15,6.15,0
States,Maine,2022,11,206,3,0,1.46,1.46,0
States,Maryland,2022,11,522,17,0,3.26,3.26,0
States,Massachusetts,2022,11,1545,35,1,2.33,2.27,0.06
States,Michigan,2022,11,1143,39,0,3.41,3.41,0
States,Minnesota,2022,11,1189,50,0,4.21,4.21,0
States,Mississippi,2022,11,109,21,3,22.02,19.27,2.75
States,Missouri,2022,11,2704,199,0,7.36,7.36,0
States,Montana,2022,11,603,55,0,9.12,9.12,0
States,Nebraska,2022,11,327,77,0,23.55,23.55,0
States,Nevada,2022,11,X,X,X,X,X,X
States,New Hampshire,2022,11,X,X,X,X,X,X
States,New Jersey,2022,11,X,X,X,X,X,X
States,New Mexico,2022,11,3106,215,0,6.92,6.92,0
States,New York,2022,11,5158,204,0,3.96,3.96,0
States,North Carolina,2022,11,X,X,X,X,X,X
States,North Dakota,2022,11,X,X,X,X,X,X
States,Ohio,2022,11,4006,448,1,11.21,11.18,0.02
States,Oklahoma,2022,11,799,93,0,11.64,11.64,0
States,Oregon,2022,11,3617,97,11,2.99,2.68,0.3
States,Pennsylvania,2022,11,802,97,0,12.09,12.09,0
States,Rhode Island,2022,11,X,X,X,X,X,X
States,South Carolina,2022,11,752,36,3,5.19,4.79,0.4
States,South Dakota,2022,11,95,6,1,7.37,6.32,1.05
States,Tennessee,2022,11,63,5,0,7.94,7.94,0
States,Texas,2022,11,6207,1280,5,20.7,20.62,0.08
States,Utah,2022,11,X,X,X,X,X,X
States,Vermont,2022,11,215,9,0,4.19,4.19,0
States,Virginia,2022,11,1147,26,0,2.27,2.27,0
States,Washington,2022,11,1353,42,0,3.1,3.1,0
States,West Virginia,2022,11,938,84,0,8.96,8.96,0
States,Wisconsin,2022,11,6831,802,12,11.92,11.74,0.18
States,Wyoming,2022,11,16,2,0,12.5,12.5,0
States,Puerto Rico,2022,11,0,0,0,0,0,0
States,Virgin Islands,2022,11,X,X,X,X,X,X
States,New York City,2022,11,X,X,X,X,X,X
States,Alabama,2022,12,547,4,0,0.73,0.73,0
States,Alaska,2022,12,X,X,X,X,X,X
States,Arizona,2022,12,349,16,0,4.58,4.58,0
States,Arkansas,2022,12,421,133,2,32.07,31.59,0.48
States,California,2022,12,4861,245,0,5.04,5.04,0
States,Colorado,2022,12,1357,75,0,5.53,5.53,0
States,Connecticut,2022,12,1142,59,0,5.17,5.17,0
States,Delaware,2022,12,X,X,X,X,X,X
States,District of Columbia,2022,12,X,X,X,X,X,X
States,Florida,2022,12,2061,42,3,2.18,2.04,0.15
States,Georgia,2022,12,957,41,2,4.49,4.28,0.21
States,Hawaii,2022,12,502,5,0,1,1,0
States,Idaho,2022,12,291,56,2,19.93,19.24,0.69
States,Illinois,2022,12,385,25,1,6.75,6.49,0.26
States,Indiana,2022,12,490,63,0,12.86,12.86,0
States,Iowa,2022,12,1167,117,0,10.03,10.03,0
States,Kansas,2022,12,229,6,0,2.62,2.62,0
States,Kentucky,2022,12,3387,81,0,2.39,2.39,0
States,Louisiana,2022,12,201,8,0,3.98,3.98,0
States,Maine,2022,12,266,13,0,4.89,4.89,0
States,Maryland,2022,12,504,8,0,1.59,1.59,0
States,Massachusetts,2022,12,1523,60,0,3.94,3.94,0
States,Michigan,2022,12,1191,68,0,5.71,5.71,0
States,Minnesota,2022,12,1252,47,0,3.75,3.75,0
States,Mississippi,2022,12,85,12,3,17.65,14.12,3.53
States,Missouri,2022,12,2580,139,0,5.39,5.39,0
States,Montana,2022,12,556,35,0,6.29,6.29,0
States,Nebraska,2022,12,488,108,0,22.13,22.13,0
States,Nevada,2022,12,X,X,X,X,X,X
States,New Hampshire,2022,12,X,X,X,X,X,X
States,New Jersey,2022,12,X,X,X,X,X,X
States,New Mexico,2022,12,3104,286,0,9.21,9.21,0
States,New York,2022,12,5765,394,0,6.83,6.83,0
States,North Carolina,2022,12,X,X,X,X,X,X
States,North Dakota,2022,12,X,X,X,X,X,X
States,Ohio,2022,12,4331,641,4,14.89,14.8,0.09
States,Oklahoma,2022,12,749,91,0,12.15,12.15,0
States,Oregon,2022,12,3841,109,12,3.15,2.84,0.31
States,Pennsylvania,2022,12,843,87,0,10.32,10.32,0
States,Rhode Island,2022,12,X,X,X,X,X,X
States,South Carolina,2022,12,750,43,1,5.87,5.73,0.13
States,South Dakota,2022,12,80,3,0,3.75,3.75,0
States,Tennessee,2022,12,54,6,0,11.11,11.11,0
States,Texas,2022,12,6912,1217,3,17.65,17.61,0.04
States,Utah,2022,12,X,X,X,X,X,X
States,Vermont,2022,12,226,26,0,11.5,11.5,0
States,Virginia,2022,12,1171,34,0,2.9,2.9,0
States,Washington,2022,12,1378,41,0,2.98,2.98,0
States,West Virginia,2022,12,938,110,0,11.73,11.73,0
States,Wisconsin,2022,12,8282,884,3,10.71,10.67,0.04
States,Wyoming,2022,12,30,8,0,26.67,26.67,0
States,Puerto Rico,2022,12,0,0,0,0,0,0
States,Virgin Islands,2022,12,X,X,X,X,X,X
States,New York City,2022,12,X,X,X,X,X,X
States,Alabama,2022,13,676,7,0,1.04,1.04,0
States,Alaska,2022,13,X,X,X,X,X,X
States,Arizona,2022,13,303,7,0,2.31,2.31,0
States,Arkansas,2022,13,467,113,8,25.91,24.2,1.71
States,California,2022,13,4852,232,0,4.78,4.78,0
States,Colorado,2022,13,1357,130,0,9.58,9.58,0
States,Connecticut,2022,13,1315,76,0,5.78,5.78,0
States,Delaware,2022,13,X,X,X,X,X,X
States,District of Columbia,2022,13,X,X,X,X,X,X
States,Florida,2022,13,2021,51,1,2.57,2.52,0.05
States,Georgia,2022,13,1002,53,3,5.59,5.29,0.3
States,Hawaii,2022,13,594,16,0,2.69,2.69,0
States,Idaho,2022,13,211,49,1,23.7,23.22,0.47
States,Illinois,2022,13,457,64,0,14,14,0
States,Indiana,2022,13,529,37,0,6.99,6.99,0
States,Iowa,2022,13,1057,70,0,6.62,6.62,0
States,Kansas,2022,13,208,13,0,6.25,6.25,0
States,Kentucky,2022,13,2983,109,0,3.65,3.65,0
States,Louisiana,2022,13,183,10,0,5.46,5.46,0
States,Maine,2022,13,270,4,0,1.48,1.48,0
States,Maryland,2022,13,536,29,0,5.41,5.41,0
States,Massachusetts,2022,13,1709,116,0,6.79,6.79,0
States,Michigan,2022,13,1241,81,0,6.53,6.53,0
States,Minnesota,2022,13,1169,58,0,4.96,4.96,0
States,Mississippi,2022,13,99,8,1,9.09,8.08,1.01
States,Missouri,2022,13,2995,143,0,4.77,4.77,0
States,Montana,2022,13,520,33,0,6.35,6.35,0
States,Nebraska,2022,13,437,102,1,23.57,23.34,0.23
States,Nevada,2022,13,X,X,X,X,X,X
States,New Hampshire,2022,13,X,X,X,X,X,X
States,New Jersey,2022,13,X,X,X,X,X,X
States,New Mexico,2022,13,3415,386,1,11.33,11.3,0.03
States,New York,2022,13,6460,573,0,8.87,8.87,0
States,North Carolina,2022,13,X,X,X,X,X,X
States,North Dakota,2022,13,X,X,X,X,X,X
States,Ohio,2022,13,4114,649,76,17.62,15.78,1.85
States,Oklahoma,2022,13,761,91,0,11.96,11.96,0
States,Oregon,2022,13,3686,94,11,2.85,2.55,0.3
States,Pennsylvania,2022,13,821,98,0,11.94,11.94,0
States,Rhode Island,2022,13,X,X,X,X,X,X
States,South Carolina,2022,13,788,59,0,7.49,7.49,0
States,South Dakota,2022,13,93,3,0,3.23,3.23,0
States,Tennessee,2022,13,57,11,0,19.3,19.3,0
States,Texas,2022,13,6406,1122,4,17.58,17.51,0.06
States,Utah,2022,13,X,X,X,X,X,X
States,Vermont,2022,13,258,27,0,10.47,10.47,0
States,Virginia,2022,13,1044,20,1,2.01,1.92,0.1
States,Washington,2022,13,1574,49,0,3.11,3.11,0
States,West Virginia,2022,13,836,36,0,4.31,4.31,0
States,Wisconsin,2022,13,7454,686,6,9.28,9.2,0.08
States,Wyoming,2022,13,X,X,X,X,X,X
States,Puerto Rico,2022,13,0,0,0,0,0,0
States,Virgin Islands,2022,13,X,X,X,X,X,X
States,New York City,2022,13,X,X,X,X,X,X
States,Alabama,2022,14,411,9,0,2.19,2.19,0
States,Alaska,2022,14,X,X,X,X,X,X
States,Arizona,2022,14,299,18,0,6.02,6.02,0
States,Arkansas,2022,14,533,86,7,17.45,16.14,1.31
States,California,2022,14,5203,257,0,4.94,4.94,0
States,Colorado,2022,14,1271,111,0,8.73,8.73,0
States,Connecticut,2022,14,1427,116,0,8.13,8.13,0
States,Delaware,2022,14,X,X,X,X,X,X
States,District of Columbia,2022,14,X,X,X,X,X,X
States,Florida,2022,14,2077,34,0,1.64,1.64,0
States,Georgia,2022,14,1067,43,3,4.31,4.03,0.28
States,Hawaii,2022,14,748,36,2,5.08,4.81,0.27
States,Idaho,2022,14,183,28,1,15.85,15.3,0.55
States,Illinois,2022,14,544,80,0,14.71,14.71,0
States,Indiana,2022,14,561,42,0,7.49,7.49,0
States,Iowa,2022,14,1104,83,0,7.52,7.52,0
States,Kansas,2022,14,232,31,0,13.36,13.36,0
States,Kentucky,2022,14,2516,142,0,5.64,5.64,0
States,Louisiana,2022,14,228,25,0,10.96,10.96,0
States,Maine,2022,14,298,20,0,6.71,6.71,0
States,Maryland,2022,14,498,42,0,8.43,8.43,0
States,Massachusetts,2022,14,2036,201,0,9.87,9.87,0
States,Michigan,2022,14,1264,73,0,5.78,5.78,0
States,Minnesota,2022,14,1234,63,0,5.11,5.11,0
States,Mississippi,2022,14,115,24,1,21.74,20.87,0.87
States,Missouri,2022,14,2714,131,0,4.83,4.83,0
States,Montana,2022,14,576,35,1,6.25,6.08,0.17
States,Nebraska,2022,14,474,106,1,22.57,22.36,0.21
States,Nevada,2022,14,X,X,X,X,X,X
States,New Hampshire,2022,14,X,X,X,X,X,X
States,New Jersey,2022,14,X,X,X,X,X,X
States,New Mexico,2022,14,3539,480,1,13.59,13.56,0.03
States,New York,2022,14,7289,878,0,12.05,12.05,0
States,North Carolina,2022,14,X,X,X,X,X,X
States,North Dakota,2022,14,X,X,X,X,X,X
States,Ohio,2022,14,4425,691,2,15.66,15.62,0.05
States,Oklahoma,2022,14,797,83,0,10.41,10.41,0
States,Oregon,2022,14,3607,99,4,2.86,2.74,0.11
States,Pennsylvania,2022,14,978,144,0,14.72,14.72,0
States,Rhode Island,2022,14,X,X,X,X,X,X
States,South Carolina,2022,14,884,79,0,8.94,8.94,0
States,South Dakota,2022,14,70,2,0,2.86,2.86,0
States,Tennessee,2022,14,72,5,0,6.94,6.94,0
States,Texas,2022,14,6281,955,6,15.3,15.2,0.1
States,Utah,2022,14,X,X,X,X,X,X
States,Vermont,2022,14,465,82,0,17.63,17.63,0
States,Virginia,2022,14,1067,20,0,1.87,1.87,0
States,Washington,2022,14,1575,43,0,2.73,2.73,0
States,West Virginia,2022,14,862,95,0,11.02,11.02,0
States,Wisconsin,2022,14,9410,1103,5,11.77,11.72,0.05
States,Wyoming,2022,14,14,5,0,35.71,35.71,0
States,Puerto Rico,2022,14,0,0,0,0,0,0
States,Virgin Islands,2022,14,X,X,X,X,X,X
States,New York City,2022,14,X,X,X,X,X,X
States,Alabama,2022,15,246,10,0,4.07,4.07,0
States,Alaska,2022,15,X,X,X,X,X,X
States,Arizona,2022,15,302,13,0,4.3,4.3,0
States,Arkansas,2022,15,542,150,1,27.86,27.68,0.18
States,California,2022,15,4702,278,1,5.93,5.91,0.02
States,Colorado,2022,15,1436,145,0,10.1,10.1,0
States,Connecticut,2022,15,1557,135,1,8.73,8.67,0.06
States,Delaware,2022,15,X,X,X,X,X,X
States,District of Columbia,2022,15,X,X,X,X,X,X
States,Florida,2022,15,2231,70,0,3.14,3.14,0
States,Georgia,2022,15,986,50,0,5.07,5.07,0
States,Hawaii,2022,15,851,36,1,4.35,4.23,0.12
States,Idaho,2022,15,145,27,0,18.62,18.62,0
States,Illinois,2022,15,577,70,2,12.48,12.13,0.35
States,Indiana,2022,15,521,31,0,5.95,5.95,0
States,Iowa,2022,15,986,63,0,6.39,6.39,0
States,Kansas,2022,15,185,11,0,5.95,5.95,0
States,Kentucky,2022,15,2460,103,0,4.19,4.19,0
